,ID,Key,Name,Mascot,Conference,ELO,Record
1251,1418,SPBMTD,Spartanburg Methodist,Pioneers,n/a,100.0,0 - 0
1252,1419,MSOS,Missouri Southern State,Lions,n/a,100.0,0 - 1
839,981,GCL,Georgian Court,Lions,n/a,100.0,0 - 1
1254,1421,STNOR,St. Norbert,Green Knights,n/a,100.0,0 - 0
1255,1422,CALG,Calgary,Dinosaurs,n/a,100.0,0 - 0
1256,1423,RANM,Randolph-Macon,Yellow Jackets,n/a,100.0,0 - 0
1257,1424,MINC,Minnesota-Crookston,Golden Eagles,n/a,100.0,0 - 0
1258,1425,MITECH,Michigan Tech,Huskies,n/a,100.0,0 - 0
1231,1397,JUST,Justice College,Lions,n/a,100.0,0 - 2
1230,1396,CAP,Capital,Comets,n/a,100.0,0 - 1
1229,1395,FRANKP,Franklin Pierce,Ravens,n/a,100.0,0 - 1
1213,1379,BRYST,Bryant & Stratton,Bobcats,n/a,100.0,0 - 0
1201,1367,YORKNE,York (NE),Panthers,n/a,100.0,0 - 0
1202,1368,MINOT,Minot State,Beavers,n/a,100.0,0 - 0
1203,1369,LINMEM,Lincoln Memorial,Railsplitters,n/a,100.0,0 - 0
1204,1370,BRIDMA,Bridgewater (MA),Bears,n/a,100.0,0 - 0
1205,1371,HILCH,Hillsdale,Chargers,n/a,100.0,0 - 0
1206,1372,DALCRU,Dallas,Crusaders,n/a,100.0,0 - 1
1207,1373,KUYP,Kuyper,Cougars,n/a,100.0,0 - 0
1208,1374,MWASH,Mary Washington,Eagles,n/a,100.0,0 - 0
1209,1375,SRGK,Saint Rose,Golden Knights,n/a,100.0,0 - 0
1210,1376,EDGE,Edgewood College,Eagles,n/a,100.0,0 - 0
1211,1377,KUZTWN,Kutztown,Golden Bears,n/a,100.0,0 - 0
1212,1378,WESGA,Wesleyan (GA) College,Wolves,n/a,100.0,0 - 0
1214,1380,BLOOM,Bloomfield,Bears,n/a,100.0,0 - 0
1228,1394,DOMNY,Dominican (NY),Chargers,n/a,100.0,0 - 0
1215,1381,DORDT,Dordt,Defenders,n/a,100.0,0 - 0
1216,1382,UWSTPT,Wisconsin-Stevens Pt,Pointers,n/a,100.0,0 - 0
1217,1383,VITE,Viterbo,V-Hawks,n/a,100.0,0 - 0
1218,1384,FIVE,Five Towns,Sound,n/a,100.0,0 - 0
1219,1385,BIOLA,Biola,Eagles,n/a,100.0,0 - 0
1220,1386,MARYM,Mary,Marauders,n/a,100.0,0 - 0
1221,1387,WVST,West Virginia State,Yellow Jackets,n/a,100.0,0 - 0
1222,1388,GVST,Grand Valley State,Lakers,n/a,100.0,0 - 0
1223,1389,TMU,Toronto Metropolitan,Bold,n/a,100.0,0 - 0
1224,1390,PPARK,Park-Parkville,Pirates,n/a,100.0,0 - 0
1226,1392,LAKE,Lakeland,Muskies,n/a,100.0,0 - 0
1227,1393,MERAA,Meredith,Avenging Angels,n/a,100.0,0 - 0
1259,1426,IUCO,IU Columbus,Crimson Pride,n/a,100.0,0 - 1
1261,1428,INSE,Indiana-Southeast,Grenadiers,n/a,100.0,0 - 0
1079,1238,LBVC,Lebanon Valley College,Dutchmen,n/a,100.0,0 - 0
1262,1429,CHATC,Chatham,Cougars,n/a,100.0,0 - 0
1294,1461,CSUMB,Cal State Monterey Bay,Otters,n/a,100.0,0 - 0
1295,1462,LAWR,Lawrence,Vikings,n/a,100.0,0 - 1
1296,1463,CALPA,California (PA),Vulcans,n/a,100.0,0 - 0
1297,1464,SCHO,St. Scholastica,Saints,n/a,100.0,0 - 1
1298,1465,BARB,Barber-Scotia,Sabers,n/a,100.0,0 - 0
1299,1466,CAM,Cameron,Aggies,n/a,100.0,0 - 0
1300,1467,WAYN,Waynesburg,Yellow Jackets,n/a,100.0,0 - 1
1301,1468,BAPFL,Baptist University of Florida,Eagles,n/a,100.0,0 - 0
1302,1469,MAC,McPherson College,Bulldogs,n/a,100.0,0 - 0
1303,1470,BCU,Briar Cliff,Chargers,n/a,100.0,0 - 0
1304,1471,PSC,Paul Smith's,Bobcats,n/a,100.0,0 - 1
1305,1472,MCC,Manhattan Christian,Thunder,n/a,100.0,0 - 0
1306,1473,IUE,Indiana-East,Red Wolves,n/a,100.0,0 - 0
1307,1474,SKC,Salish Kootenai,Bison,n/a,100.0,0 - 0
1308,1475,PSHAZL,Penn State-Hazleton,Nittany Lions,n/a,100.0,0 - 0
1309,1476,Alfr,Alfred State,Pioneers,n/a,100.0,0 - 0
1310,1477,SCRO,Scranton,Royals,n/a,100.0,0 - 0
1311,1478,OTKS,Ottawa (KS),Braves,n/a,100.0,0 - 0
1312,1479,HESS,Hesston,Larks,n/a,100.0,0 - 0
1313,1480,WLSH,Walsh,Cavaliers,n/a,100.0,0 - 0
1314,1481,SCCC,South Carolina Central Christian,Gladiators,n/a,100.0,0 - 0
1315,1482,MYST,Bismarck State,Mystics,n/a,100.0,0 - 0
1316,1483,BERK,Berkeley,Knights,n/a,100.0,0 - 0
1317,1484,CHICO,Chico State,Wildcats,n/a,100.0,0 - 0
1318,1485,STANS,St. Anselm,Hawks,n/a,100.0,0 - 0
1319,1486,STVNSN,Stevenson,Mustangs,n/a,100.0,0 - 0
1320,1487,CAPOLL,Cal Poly-Humboldt,Lumberjacks,n/a,100.0,0 - 1
1293,1460,WHEAT,Wheaton (IL),Thunder,n/a,100.0,0 - 0
1292,1459,WHITM,Whitman,Missionaries,n/a,100.0,0 - 1
1291,1458,SAU,Southern Arkansas,Muleriders,n/a,100.0,0 - 1
1275,1442,BLHIL,Black Hills State,Yellow Jackets,n/a,100.0,0 - 0
1263,1430,CHRSNW,Christopher Newport,Captains,n/a,100.0,0 - 0
1264,1431,NIACOL,Niagara College,Knights,n/a,100.0,0 - 0
1265,1432,UWLACR,Wisconsin-La Crosse,Eagles,n/a,100.0,0 - 0
1266,1433,HAVER,Haverford,Fords,n/a,100.0,0 - 0
1267,1434,CARRWI,Carrol (WI),Pioneers,n/a,100.0,0 - 0
1268,1435,STILL,Stillman,Tigers,n/a,100.0,0 - 0
1269,1436,JOHNS,Johns Hopkins,Blue Jays,n/a,100.0,0 - 0
1270,1437,FORTLEW,Fort Lewis,Skyhawks,n/a,100.0,0 - 0
1271,1438,SUNYGE,SUNY-Geneseo,Knights,n/a,100.0,0 - 0
1272,1439,CHRB,Christian Brothers,Buccaneers,n/a,100.0,0 - 1
1273,1440,RIPO,Ripon,Red Hawks,n/a,100.0,0 - 1
1274,1441,MACAL,Macalester,Scots,n/a,100.0,0 - 0
1276,1443,YORKNY,York College (NY),Cardinals,n/a,100.0,0 - 0
1290,1457,SUNYCOB,SUNY-Cobleskill,Fighting Tigers,n/a,100.0,0 - 1
1277,1444,SEAPAC,Seattle Pacific,Falcons,n/a,100.0,0 - 0
1278,1445,BETMN,Bethel (MN),Royals,n/a,100.0,0 - 0
1279,1446,EMMA,Emmanuel (MA),Saints,n/a,100.0,0 - 1
1280,1447,PRB,Puerto Rico-Bayamon,Pirates,n/a,100.0,0 - 0
1281,1448,PRRP,Puerto Rico-Rio Piedras,Gallitos,n/a,100.0,0 - 0
1282,1449,NELAZ,Nelson (AZ),Warriors,n/a,100.0,0 - 0
1283,1450,POSTU,Post University,Eagles,n/a,100.0,0 - 0
1284,1451,STMICH,St. Michael's,Purple Knights,n/a,100.0,0 - 0
1285,1452,BREN,Brenau,Golden Tigers,n/a,100.0,0 - 0
1287,1454,ROW,Rowan,Profs,n/a,100.0,0 - 1
1288,1455,AC,Allegheny,Gators,n/a,100.0,0 - 1
1289,1456,PRIN,Principia,Panthers,n/a,100.0,0 - 0
1200,1366,BIBL,College of Biblical Studies,Ambassadors,n/a,100.0,0 - 6
1199,1363,BRTN,Barton,Bulldogs,n/a,100.0,0 - 0
1198,1362,ESTRO,East Stroudsburg,Warriors,n/a,100.0,0 - 0
1197,1361,OPSU,Oklahoma Panhandle State,Aggies,n/a,100.0,0 - 0
1110,1270,OHIOD,Ohio Dominican,Panthers,n/a,100.0,0 - 0
1111,1271,WSW,Wayne State,Warriors,n/a,100.0,0 - 0
1112,1272,BRANDEIS,Brandeis,Judges,n/a,100.0,0 - 0
1113,1273,SONAZA,Southern Nazarene,Crimson Storm,n/a,100.0,0 - 0
1114,1274,CAZEN,Cazenovia,Wildcats,n/a,100.0,0 - 0
1115,1275,MSOE,Milwaukee School of Engineering,Raiders,n/a,100.0,0 - 0
1116,1276,CRDST,Cardinal Stritch,Wolves,n/a,100.0,0 - 0
1117,1277,LORAS,Loras,Duhawks,n/a,100.0,0 - 1
1118,1278,LNGST,Langston,Lions,n/a,100.0,0 - 0
1119,1279,HAMLT,Hamilton,Continentals,n/a,100.0,0 - 0
1120,1280,AURO,Aurora,Spartans,n/a,100.0,0 - 0
1121,1281,MISSW,Mississippi University For Women,Owls,n/a,100.0,0 - 1
1122,1282,NENGC,New England College,Pilgrims,n/a,100.0,0 - 0
1123,1283,SUNYOW,SUNY-Old Westbury,Panthers,n/a,100.0,0 - 0
1124,1285,CLM,Calumet College,Crimson Wave,n/a,100.0,0 - 1
1125,1286,DAKST,Dakota State,Trojans,n/a,100.0,0 - 1
1126,1287,PSBEV,Penn State-Beaver,Nittany Lions,n/a,100.0,0 - 0
1127,1288,CEN,Centenary College,Cyclones,n/a,100.0,0 - 0
1128,1289,MIAMID,Miami-Middletown,ThunderHawks,n/a,100.0,0 - 0
1129,1290,MSMBK,Mount Saint Mary,Blue Knights,n/a,100.0,0 - 1
1130,1291,HOUGH,Houghton,Highlanders,n/a,100.0,0 - 0
1131,1292,KANCH,Kansas Christian,Falcons,n/a,100.0,0 - 0
1132,1293,WLIBST,West Liberty State,Hilltoppers,n/a,100.0,0 - 0
1133,1294,ECSU,Elizabeth City State,Vikings,n/a,100.0,0 - 1
1134,1295,MANS,Mansfield,Mountaineers,n/a,100.0,0 - 1
1135,1296,UOSD,University of Sciences,Devils,n/a,100.0,0 - 0
1136,1297,LOUR,Lourdes,Gray Wolves,n/a,100.0,0 - 0
1109,1269,ANDRN,Anderson (SC),Trojans,n/a,100.0,0 - 0
1108,1268,CSTGD,Coast Guard,Bears,n/a,100.0,0 - 0
1107,1266,FRMHM,Framingham State,Rams,n/a,100.0,0 - 0
1092,1251,RCHST,Rochester,Yellowjackets,n/a,100.0,0 - 0
1080,1239,RIT,RIT,Tigers,n/a,100.0,0 - 2
1081,1240,KNTS,Kentucky State,Thorobreds,n/a,100.0,0 - 1
1082,1241,ARCD,Arcadia,Knights,n/a,100.0,0 - 0
1083,1242,TCNJ,The College of New Jersey,Lions,n/a,100.0,0 - 0
1084,1243,ALBERTUS,Albertus Magnus,Falcons,n/a,100.0,0 - 0
1085,1244,DYOU,D'Youville,Saints,n/a,100.0,0 - 0
1086,1245,STJLI,St. Joseph's (NY-Long Island),Golden Eagles,n/a,100.0,0 - 1
1087,1246,BETKS,Bethel (KS),Threshers,n/a,100.0,0 - 0
1088,1247,MITCH,Mitchell College,Mariners,n/a,100.0,0 - 1
1089,1248,JNSN,Johnson (TN),Royals,n/a,100.0,0 - 0
1090,1249,MDNNA,Madonna,Crusaders,n/a,100.0,0 - 0
1091,1250,OTTBN,Otterbein,Cardinals,n/a,100.0,0 - 0
1093,1252,PITTG,Pittsburgh-Greensburg,Bobcats,n/a,100.0,0 - 1
1106,1265,MAINA,Maine-Augusta,Moose,n/a,100.0,0 - 1
1094,1253,SUNYD,SUNY-Delhi,Broncos,n/a,100.0,0 - 1
1095,1254,PENNK,Penn State-New Kensington,Nittany Lions,n/a,100.0,0 - 1
1096,1255,BALDW,Baldwin Wallace,Yellow Jackets,n/a,100.0,0 - 0
1097,1256,MCDNL,McDaniel,Green Terror,n/a,100.0,0 - 0
1098,1257,WVWSL,WV Wesleyan,Bobcats,n/a,100.0,0 - 1
1099,1258,OKBP,OK Baptist,Prophets,n/a,100.0,0 - 0
1100,1259,STMRW,St. Mary of the Woods,Pomeroys,n/a,100.0,0 - 0
1101,1260,BLUFF,Bluffton,Beavers,n/a,100.0,0 - 0
1102,1261,PTBGS,Pittsburg State,Gorillas,n/a,100.0,0 - 0
1103,1262,OCDN,Occidental,Tigers,n/a,100.0,0 - 1
1104,1263,BLKBN,Blackburn,Beavers,n/a,100.0,0 - 0
1105,1264,STVB,St. Vincent,Bearcats,n/a,100.0,0 - 0
1137,1298,BARR,Barry,Buccaneers,n/a,100.0,0 - 0
1138,1299,VSB,Valdosta State,Blazers,n/a,100.0,0 - 0
1139,1300,UOZC,Ozark Christian,Ambassadors,n/a,100.0,0 - 1
1183,1345,STANT,Stanton,Elks,n/a,100.0,0 - 0
1171,1333,OKWES,Oklahoma Wesleyan,Eagles,n/a,100.0,0 - 0
1172,1334,LINF,Linfield,Wildcats,n/a,100.0,0 - 0
1173,1335,CLE,Cleary,Cougars,n/a,100.0,0 - 1
1174,1336,CUKY,Cumberland (KY),Patriots,n/a,100.0,0 - 1
1175,1337,GREAT,Great Lakes Christian,Crusaders,n/a,100.0,0 - 0
1176,1338,PSABI,Penn State-Abington,Nittany Lions,n/a,100.0,0 - 1
1177,1339,CONCSTP,Concordia-St.Paul,Golden Bears,n/a,100.0,0 - 0
1178,1340,WSLEE,Washington and Lee,Generals,n/a,100.0,0 - 1
1179,1341,CLRKE,Clarke,Pride,n/a,100.0,0 - 0
1180,1342,PLATT,SUNY-Plattsburgh,Cardinals,n/a,100.0,0 - 1
1181,1343,WIRIV,Wisconsin-River Falls,Falcons,n/a,100.0,0 - 0
1182,1344,SNYM,SUNY Morrisville,Mustangs,n/a,100.0,0 - 0
1184,1347,BERM,Berea College,Mountaineers,n/a,100.0,0 - 1
1169,1330,ARFS,Arkansas Fort Smith,Lions,n/a,100.0,0 - 0
1185,1348,ROBWES,Roberts Wesleyan,Redhawks,n/a,100.0,0 - 0
1186,1349,WFIELDST,Westfield State,Owls,n/a,100.0,0 - 0
1187,1350,NCOLLFL,New College of Florida,Mighty Banyans,n/a,100.0,0 - 2
1188,1351,NAVTC,Navajo Technical,Skyhawks,n/a,100.0,0 - 0
1189,1352,SPFLD,Springfield,Pride,n/a,100.0,0 - 0
1190,1353,SWOKST,Southwestern Oklahoma State,Bulldogs,n/a,100.0,0 - 0
1191,1354,ADELP,Adelphi,Panthers,n/a,100.0,0 - 0
1192,1355,NORTHST,Northern State,Wolves,n/a,100.0,0 - 1
1193,1356,SUSQ,Susquehanna,Crusaders,n/a,100.0,0 - 0
1194,1357,STERL,Sterling College,Warriors,n/a,100.0,0 - 0
1195,1358,CLATL,Clark Atlanta,Panthers,n/a,100.0,0 - 0
1196,1359,GLDBEA,Goldey-Beacom,Lightning,n/a,100.0,0 - 0
1170,1331,MMER,Mount Mercy,Mustangs,n/a,100.0,0 - 0
1168,1329,BARD,Bard,Raptors,n/a,100.0,0 - 0
1140,1301,JOHN,John Melvin,Millers,n/a,100.0,0 - 0
1153,1314,LEHM,Lehman College,Lightning,n/a,100.0,0 - 0
1141,1302,MVN,Mount Vernon Nazarene,Cougars,n/a,100.0,0 - 0
1142,1303,SFU,Simon Fraser,Red Leafs,n/a,100.0,0 - 0
1143,1304,PSALT,Penn State-Altoona,Nittany Lions,n/a,100.0,0 - 0
1144,1305,GRAC,Grace College,Lancers,n/a,100.0,0 - 0
1145,1306,MUPR,Mount Union,Purple Raiders,n/a,100.0,0 - 0
1146,1307,LANE,Lane,Dragons,n/a,100.0,0 - 1
1147,1308,VMV,Villa Maria,Vikings,n/a,100.0,0 - 0
1148,1309,MARYW,Marywood,Pacers,n/a,100.0,0 - 1
1149,1310,MEPRE,Maine-Presque Isle,Owls,n/a,100.0,0 - 0
1150,1311,FRIENDS,Friends,Falcons,n/a,100.0,0 - 0
1151,1312,LSS,Lake Superior State,Lakers,n/a,100.0,0 - 0
1152,1313,SMSP,Saint Mary,Spires,n/a,100.0,0 - 0
1154,1315,TABR,Tabor College,Blue Jays,n/a,100.0,0 - 0
1167,1328,PRM,Puerto Rico-Mayaguez,Bulldogs,n/a,100.0,0 - 0
1155,1316,CHEY,Cheyney,Wolves,n/a,100.0,0 - 2
1156,1317,WRCST,Worcester State,Lancers,n/a,100.0,0 - 1
1157,1318,FELI,Felician,Golden Falcons,n/a,100.0,0 - 0
1158,1319,BTHWV,Bethany (WV),Bison,n/a,100.0,0 - 1
1159,1320,UICOL,United International College,Eagle Rays,n/a,100.0,0 - 0
1160,1321,MONIL,Monmouth (IL),Fighting Scots,n/a,100.0,0 - 0
1161,1322,PSUBW,Penn State-Brandywine,Nittany Lions,n/a,100.0,0 - 0
1162,1323,ANDRW,Andrews,Cardinals,n/a,100.0,0 - 0
1163,1324,PSUSK,Penn State-Schuylkill,Nittany Lions,n/a,100.0,0 - 0
1164,1325,WTNBG,Wittenberg,Tigers,n/a,100.0,0 - 0
1165,1326,DEVAL,Delaware Valley,Aggies,n/a,100.0,0 - 0
1166,1327,LRCH,La Roche,Redhawks,n/a,100.0,0 - 0
840,983,UMSL,University of Missouri-St.Louis,Tritons,n/a,100.0,0 - 0
661,786,SWBP,Southwest Baptist,Bearcats,n/a,100.0,0 - 0
838,979,OCE,Oklahoma Christian,Eagles,n/a,100.0,0 - 1
471,508,BTHKS,Bethany (KS),Swedes,n/a,100.0,0 - 0
503,621,ETXBAP,East Texas Baptist,Tigers,n/a,100.0,0 - 0
504,622,TXWESL,Texas Wesleyan,Rams,n/a,100.0,0 - 0
505,623,OAKLCT,Oakland City,Mighty Oaks,n/a,100.0,0 - 1
506,624,WEST,Westcliff,Warriors,n/a,100.0,0 - 0
507,625,ANGL,Angelo State,Rams,n/a,100.0,0 - 1
508,626,RCKFRD,Rockford,Regents,n/a,100.0,0 - 1
509,627,BEMI,Bemidji State,Beavers,n/a,100.0,0 - 0
510,628,UTXT,Texas-Tyler,Patriots,n/a,100.0,0 - 0
511,629,CONCIL,Concordia-Chicago,Cougars,n/a,100.0,0 - 0
512,630,UNIV,University of the Virgin Islands,Buccaneers,n/a,100.0,0 - 0
513,631,USOUTH,Sewanee,Tigers,n/a,100.0,0 - 0
514,632,KENN,Columbia International,Rams,n/a,100.0,0 - 2
515,633,WSTMUT,Westminster (UT),Griffins,n/a,100.0,0 - 2
516,634,CUMBER,Cumberland,Phoenix,n/a,100.0,0 - 0
517,635,UAA,Alaska-Anchorage,Seawolves,n/a,100.0,0 - 0
518,636,MULT,Multnomah,Lions,n/a,100.0,0 - 0
519,637,WEBBER,Webber International,Warriors,n/a,100.0,0 - 0
520,638,FLTECH,Florida Tech,Panthers,n/a,100.0,0 - 0
521,639,COLU,Washington Adventist,Shock,n/a,100.0,0 - 2
522,640,MEVERS,Medgar Evers,Cougars,n/a,100.0,0 - 0
523,641,FLCHR,Johnson (FL),Suns,n/a,100.0,0 - 0
524,642,UWPA,Wisconsin-Parkside,Rangers,n/a,100.0,0 - 0
525,643,OGLE,Oglethorpe,Stormy Petrels,n/a,100.0,0 - 0
526,644,COLCHR,Colorado Christian,Cougars,n/a,100.0,0 - 1
527,645,MENLO,Menlo,Oaks,n/a,100.0,0 - 1
528,646,SUNY,SUNY-Canton,Roos,n/a,100.0,0 - 0
529,647,STANDR,St. Andrews Presbyterian,Knights,n/a,100.0,0 - 0
502,620,LEESMC,Lees-McRae,Bobcats,n/a,100.0,0 - 0
501,619,FERRUM,Ferrum,Panthers,n/a,100.0,0 - 0
500,618,WILM,Wilmington (OH),Fightin' Quakers,n/a,100.0,0 - 0
485,522,CMELL,Carnegie Mellon,Tartans,n/a,100.0,0 - 0
473,510,SOUT,Southwest,Mustangs,n/a,100.0,0 - 0
474,511,CPENN,Central Pennsylvania College,Knights,n/a,100.0,0 - 3
475,512,HNTGDN,Huntingdon,Hawks,n/a,100.0,0 - 1
476,513,UWS,Wisconsin-Stout,Blue Devils,n/a,100.0,0 - 0
477,514,BELLE,Bellevue,Bruins,n/a,100.0,0 - 0
478,515,WILSON,Wilson,Phoenix,n/a,100.0,0 - 1
479,516,FIND,Findlay,Oilers,n/a,100.0,0 - 0
480,517,ILBE,Benedictine,Eagles,n/a,100.0,0 - 1
481,518,ROSEM,Rosemont College,Ravens,n/a,100.0,0 - 0
482,519,KEISR,Keiser,Seahawks,n/a,100.0,0 - 0
483,520,BRYAN,Bryan College,Lions,n/a,100.0,0 - 3
484,521,IUSB,IU-South Bend,Titans,n/a,100.0,0 - 0
486,523,WWU,William Woods,Owls,n/a,100.0,0 - 0
499,617,RAND,Randolph College,Wildcats,n/a,100.0,0 - 1
487,605,ROCHMI,Rochester (MI),Warriors,n/a,100.0,0 - 0
488,606,MARS,Mars Hill,Lions,n/a,100.0,0 - 0
489,607,CONCMI,Concordia (MI),Cardinals,n/a,100.0,0 - 0
490,608,NEWB,Newbury,Nighthawks,n/a,100.0,0 - 0
491,609,CCNY,City College of New York,Beavers,n/a,100.0,0 - 1
492,610,MIT,MIT,Engineers,n/a,100.0,0 - 1
493,611,EMENNO,Eastern Mennonite,Royals,n/a,100.0,0 - 0
494,612,RIVI,Rivier,Raiders,n/a,100.0,0 - 1
495,613,DAVELK,Davis & Elkins,Senators,n/a,100.0,0 - 0
496,614,LRHY,Lenoir-Rhyne,Bears,n/a,100.0,0 - 0
497,615,WASHMD,Washington College,Shoremen,n/a,100.0,0 - 2
498,616,MID-,Mid-Atlantic Christian,Mustangs,n/a,100.0,0 - 2
530,648,EARL,Earlham,Quakers,n/a,100.0,0 - 0
531,649,SEOKST,Southeastern Oklahoma State,Savage Storm,n/a,100.0,0 - 0
532,650,SWAG,Southwestern Assemblies of God,Lions,n/a,100.0,0 - 0
576,696,HARDIN,Harding,Bison,n/a,100.0,0 - 0
564,684,PENS,Pensacola Christian College,Eagles,n/a,100.0,0 - 1
565,685,UOZA,University of the Ozarks,Eagles,n/a,100.0,0 - 0
566,686,TXLUT,Texas Lutheran,Bulldogs,n/a,100.0,0 - 2
567,687,MTTECH,Montana Tech,Orediggers,n/a,100.0,0 - 0
568,688,MOBAPT,Missouri Baptist,Spartans,n/a,100.0,0 - 1
569,689,URBANA,Urbana,Blue Knights,n/a,100.0,0 - 0
570,690,ELMS,Elms College,Blazers,n/a,100.0,0 - 0
571,691,CHES,Chestnut Hill,Griffins,n/a,100.0,0 - 0
572,692,SHWN,Shawnee State,Bears,n/a,100.0,0 - 0
573,693,CRTLND,SUNY-Cortland,Red Dragons,n/a,100.0,0 - 0
574,694,PFEIFR,Pfeiffer,Falcons,n/a,100.0,0 - 0
575,695,MANC,Manchester,Spartans,n/a,100.0,0 - 0
577,697,TRENAZ,Trevecca Nazarene,Trojans,n/a,100.0,0 - 0
562,682,QNCY,Quincy,Hawks,n/a,100.0,0 - 0
578,698,CSST,Cal State-Stanislaus,Warriors,n/a,100.0,0 - 0
579,699,NAZA,Nazareth College,Golden Flyers,n/a,100.0,0 - 0
580,700,BRYN,Bryn Athyn,Lions,n/a,100.0,0 - 0
581,701,QNS,Queens College,Knights,n/a,100.0,0 - 0
582,702,MCKEND,McKendree,Bearcats,n/a,100.0,0 - 1
583,703,EWATER,Edward Waters,Tigers,n/a,100.0,0 - 0
584,704,LYND,Vermont State-Lyndon,Hornets,n/a,100.0,0 - 1
585,705,KEAN,Kean,Cougars,n/a,100.0,0 - 1
586,706,MTAL,Mount Aloysius,Mounties,n/a,100.0,0 - 0
587,707,BSC,Birmingham-Southern,Panthers,n/a,100.0,0 - 0
588,708,DU,Dominican (IL),Stars,n/a,100.0,0 - 2
589,709,BOYC,Boyce,Bulldogs,n/a,100.0,0 - 1
563,683,WNE,Western New England,Golden Bears,n/a,100.0,0 - 1
561,681,MISE,Misericordia,Cougars,n/a,100.0,0 - 2
533,651,BVU,Buena Vista,Beavers,n/a,100.0,0 - 1
546,666,SHEN,Shenandoah,Hornets,n/a,100.0,0 - 0
534,652,HNDRX,Hendrix College,Warriors,n/a,100.0,0 - 0
535,653,SWUNIV,Southwestern,Pirates,n/a,100.0,0 - 0
536,654,UPS,Puget Sound,Loggers,n/a,100.0,0 - 0
537,655,ANTE,Antelope Valley,Pioneers,n/a,100.0,0 - 0
538,656,DES,DeSales,Bulldogs,n/a,100.0,0 - 1
539,657,JWFL,Johnson & Wales (FL),Wildcats,n/a,100.0,0 - 0
540,658,BLUMT,Blue Mountain College,Toppers,n/a,100.0,0 - 1
541,660,OLLU,Our Lady of the Lake,Saints,n/a,100.0,0 - 1
542,661,JARVCH,Jarvis Christian,Bulldogs,n/a,100.0,0 - 2
543,662,COCOL,Colorado College,Tigers,n/a,100.0,0 - 1
544,663,SIMP,Simpson,Red Hawks,n/a,100.0,0 - 0
545,665,TUSK,Tuskegee,Golden Tigers,n/a,100.0,0 - 0
547,667,NOPA,North Park,Vikings,n/a,100.0,0 - 0
560,680,HEIDEL,Heidelberg,Student Princes,n/a,100.0,0 - 0
548,668,CLAR,Clarion,Golden Eagles,n/a,100.0,0 - 0
549,669,EMER,Emerson,Lions,n/a,100.0,0 - 1
550,670,GOUC,Goucher,Gophers,n/a,100.0,0 - 0
551,671,GOSH,Goshen,Maple Leafs,n/a,100.0,0 - 0
552,672,WESLEY,Wesley College,Wolverines,n/a,100.0,0 - 0
553,673,WAB,Wabash,Little Giants,n/a,100.0,0 - 0
554,674,CCAR,LaGrange,Panthers,n/a,100.0,0 - 1
555,675,PRES,Presentation,Saints,n/a,100.0,0 - 0
556,676,MSV,Mount Saint Vincent,Dolphins,n/a,100.0,0 - 0
557,677,BRIDVA,Bridgewater (VA),Eagles,n/a,100.0,0 - 0
558,678,MIDW,Midway,Eagles,n/a,100.0,0 - 2
559,679,WELC,Welch,Flames,n/a,100.0,0 - 0
472,509,WILUTH,Wisconsin Lutheran,Warriors,n/a,100.0,0 - 0
470,507,LYON,Lyon,Scots,n/a,100.0,0 - 1
591,711,NGVILL,North Greenville,Trailblazers,n/a,100.0,1 - 1
469,506,WILEY,Wiley,Wildcats,n/a,100.0,0 - 0
381,415,RUST,Rust College,Bearcats,n/a,100.0,0 - 1
382,416,HARTWI,Hartwick,Hawks,n/a,100.0,0 - 0
383,417,REGEN,Regent,Royals,n/a,100.0,0 - 2
384,418,CLU,Cal Lutheran,Kingsmen,n/a,100.0,0 - 0
385,419,PORTBI,Portland Bible,Arrows,n/a,100.0,0 - 0
386,420,REIN,Reinhardt,Eagles,n/a,100.0,0 - 1
387,421,CAIR,Cairn,Highlanders,n/a,100.0,0 - 0
388,422,CIDAH,College of Idaho,Coyotes,n/a,100.0,0 - 0
389,423,FONT,Fontbonne,Griffins,n/a,100.0,0 - 0
390,424,TRINTX,Trinity (TX),Tigers,n/a,100.0,0 - 1
391,425,CENT,Centenary,Gentlemen,n/a,100.0,0 - 0
392,426,MRCD,California Merced,Bobcats,n/a,100.0,0 - 1
394,428,JANDW,Johnson & Wales (NC),Wildcats,n/a,100.0,0 - 1
395,429,CSSM,Cal State San Marcos,Cougars,n/a,100.0,0 - 0
396,430,LOYOLO,Loyola (LA),Wolfpack,n/a,100.0,0 - 0
397,431,TXPB,Texas-Permian Basin,Falcons,n/a,100.0,0 - 1
398,432,BOB,Bob Jones,Bruins,n/a,100.0,0 - 1
399,433,FVST,Fort Valley State,Wildcats,n/a,100.0,0 - 1
400,434,WARWIL,Warren Wilson,Owls,n/a,100.0,0 - 0
401,435,KYCH,Kentucky Christian,Knights,n/a,100.0,0 - 3
402,436,KOKO,Indiana-Kokomo,Cougars,n/a,100.0,0 - 0
403,437,VOORHE,Voorhees College,Tigers,n/a,100.0,0 - 1
404,440,FRSTBG,Frostburg State,Bobcats,n/a,100.0,0 - 0
405,441,UMFK,Maine-Fort Kent,Bengals,n/a,100.0,0 - 0
406,442,SCHREI,Schreiner,Mountaineers,n/a,100.0,0 - 1
407,443,TRUST,Truman State,Bulldogs,n/a,100.0,0 - 0
408,444,CENST,Central State,Marauders,n/a,100.0,0 - 1
